date,item_id,daily_consumption_units,stock_on_hand_units,stock_on_order_units,order_placed_today,order_quantity_units,stockout_today_units
2025-01-03,A03,2.0,301.0,0.0,False,0.0,0.0
2025-01-03,A04,2.0,92.0,0.0,False,0.0,0.0
2025-01-03,A05,55.0,2143.0,3577.0,False,0.0,0.0
2025-01-03,A06,52.0,4995.0,0.0,False,0.0,0.0
2025-01-03,A07,17.0,413.0,737.0,False,0.0,0.0
2025-01-03,A08,8.0,182.0,0.0,False,0.0,0.0
2025-01-03,A09,13.0,184.0,712.0,False,0.0,0.0
2025-01-03,A10,301.0,3594.0,0.0,False,0.0,0.0
2025-01-03,B01,6.0,71.0,0.0,False,0.0,0.0
2025-01-03,B02,0.0,231.0,1707.0,False,0.0,0.0
2025-01-03,B03,8.0,108.0,776.0,False,0.0,0.0
2025-01-03,B04,2.0,88.0,835.0,False,0.0,0.0
2025-01-03,B05,2.0,38.0,0.0,False,0.0,0.0
2025-01-03,B06,10.0,223.0,1316.0,False,0.0,0.0
2025-01-03,B07,26.0,1392.0,5351.0,False,0.0,0.0
2025-01-03,B08,12.0,465.0,2128.0,False,0.0,0.0
2025-01-03,B09,3.0,131.0,765.0,False,0.0,0.0
2025-01-03,B10,1.0,55.0,253.0,False,0.0,0.0
2025-01-03,B11,16.0,131.0,1120.0,False,0.0,0.0
2025-01-03,B12,8.0,257.0,0.0,False,0.0,0.0
2025-01-03,C01,1.0,11.0,47.0,False,0.0,0.0
2025-01-03,C02,2.0,93.0,958.0,False,0.0,0.0
2025-01-03,C03,0.0,18.0,0.0,False,0.0,0.0
2025-01-03,C04,2.0,77.0,0.0,False,0.0,0.0
2025-01-03,C05,0.0,40.0,421.0,False,0.0,0.0
2025-01-03,C06,0.0,53.0,0.0,False,0.0,0.0
2025-01-03,C07,1.0,79.0,0.0,False,0.0,0.0
2025-01-03,C08,1.0,14.0,118.0,False,0.0,0.0
2025-01-04,A01,8.0,1046.0,0.0,False,0.0,0.0
2025-01-04,A02,10.0,2200.0,0.0,False,0.0,0.0
2025-01-04,A03,10.0,291.0,0.0,False,0.0,0.0
2025-01-04,A04,1.0,91.0,0.0,False,0.0,0.0
2025-01-04,A05,119.0,2024.0,3577.0,False,0.0,0.0
2025-01-04,A06,499.0,4496.0,0.0,False,0.0,0.0
2025-01-04,A07,1.0,412.0,737.0,False,0.0,0.0
2025-01-04,A08,7.0,175.0,0.0,False,0.0,0.0
2025-01-04,A09,7.0,177.0,712.0,False,0.0,0.0
2025-01-04,A10,10.0,3584.0,0.0,False,0.0,0.0
2025-01-04,B01,0.0,71.0,0.0,False,0.0,0.0
2025-01-04,B02,13.0,218.0,1707.0,False,0.0,0.0
2025-01-04,B03,5.0,103.0,776.0,False,0.0,0.0
2025-01-04,B04,10.0,78.0,835.0,False,0.0,0.0
2025-01-04,B05,5.0,33.0,0.0,False,0.0,0.0
2025-01-04,B06,1.0,222.0,1316.0,False,0.0,0.0
2025-01-04,B07,101.0,1291.0,5351.0,False,0.0,0.0
2025-01-04,B08,4.0,461.0,2128.0,False,0.0,0.0
2025-01-04,B09,4.0,127.0,765.0,False,0.0,0.0
2025-01-04,B10,2.0,53.0,253.0,False,0.0,0.0
2025-01-04,B11,6.0,125.0,1120.0,False,0.0,0.0
2025-01-04,B12,60.0,197.0,1094.0,True,1094.0,0.0
2025-01-04,C01,0.0,11.0,47.0,False,0.0,0.0
2025-01-04,C02,6.0,87.0,958.0,False,0.0,0.0
2025-01-04,C03,0.0,18.0,0.0,False,0.0,0.0
2025-01-04,C04,3.0,74.0,0.0,False,0.0,0.0
2025-01-04,C05,0.0,40.0,421.0,False,0.0,0.0
2025-01-04,C06,1.0,52.0,0.0,False,0.0,0.0
2025-01-04,C07,0.0,79.0,0.0,False,0.0,0.0
2025-01-04,C08,0.0,14.0,118.0,False,0.0,0.0
2025-01-05,A01,6.0,1040.0,0.0,False,0.0,0.0
2025-01-05,A02,98.0,2102.0,0.0,False,0.0,0.0
2025-01-05,A03,2.0,289.0,0.0,False,0.0,0.0
2025-01-05,A04,1.0,90.0,0.0,False,0.0,0.0
2025-01-05,A05,100.0,1924.0,3577.0,False,0.0,0.0
2025-01-05,A06,2.0,4494.0,0.0,False,0.0,0.0
2025-01-05,A07,6.0,406.0,737.0,False,0.0,0.0
2025-01-05,A08,1.0,174.0,0.0,False,0.0,0.0
2025-01-05,A09,4.0,173.0,712.0,False,0.0,0.0
2025-01-05,A10,232.0,3352.0,0.0,False,0.0,0.0
2025-01-05,B01,4.0,67.0,0.0,False,0.0,0.0
2025-01-05,B02,21.0,197.0,1707.0,False,0.0,0.0
2025-01-05,B03,6.0,97.0,776.0,False,0.0,0.0
2025-01-05,B04,10.0,68.0,835.0,False,0.0,0.0
2025-01-05,B05,0.0,33.0,0.0,False,0.0,0.0
2025-01-05,B06,8.0,214.0,1316.0,False,0.0,0.0
2025-01-05,B07,7.0,1284.0,5351.0,False,0.0,0.0
2025-01-05,B08,14.0,447.0,2128.0,False,0.0,0.0
2025-01-05,B09,0.0,127.0,765.0,False,0.0,0.0
2025-01-05,B10,6.0,47.0,253.0,False,0.0,0.0
2025-01-05,B11,2.0,123.0,1120.0,False,0.0,0.0
2025-01-05,B12,37.0,160.0,1094.0,False,0.0,0.0
2025-01-05,C01,0.0,11.0,47.0,False,0.0,0.0
2025-01-05,C02,5.0,82.0,958.0,False,0.0,0.0
2025-01-05,C03,0.0,18.0,0.0,False,0.0,0.0
2025-01-05,C04,1.0,73.0,0.0,False,0.0,0.0
2025-01-05,C05,0.0,40.0,421.0,False,0.0,0.0
2025-01-05,C06,8.0,44.0,535.0,True,535.0,0.0
2025-01-05,C07,4.0,75.0,0.0,False,0.0,0.0
2025-01-05,C08,0.0,14.0,118.0,False,0.0,0.0
2025-01-06,A01,84.0,956.0,0.0,False,0.0,0.0
2025-01-06,A02,434.0,1668.0,0.0,False,0.0,0.0
2025-01-06,A03,3.0,286.0,0.0,False,0.0,0.0
2025-01-06,A04,2.0,88.0,0.0,False,0.0,0.0
2025-01-06,A05,7.0,1917.0,3577.0,False,0.0,0.0
2025-01-06,A06,39.0,4455.0,0.0,False,0.0,0.0
2025-01-06,A07,0.0,406.0,737.0,False,0.0,0.0
2025-01-06,A08,5.0,169.0,0.0,False,0.0,0.0
2025-01-06,A09,12.0,161.0,712.0,False,0.0,0.0
2025-01-06,A10,61.0,3291.0,0.0,False,0.0,0.0
2025-01-06,B01,3.0,64.0,0.0,False,0.0,0.0
2025-01-06,B02,4.0,193.0,1707.0,False,0.0,0.0
2025-01-06,B03,7.0,90.0,776.0,False,0.0,0.0
2025-01-06,B04,4.0,64.0,835.0,False,0.0,0.0
2025-01-06,B05,0.0,33.0,0.0,False,0.0,0.0
2025-01-06,B06,6.0,208.0,1316.0,False,0.0,0.0
2025-01-06,B07,120.0,1164.0,5351.0,False,0.0,0.0
2025-01-06,B08,41.0,406.0,2128.0,False,0.0,0.0
2025-01-06,B09,1.0,126.0,765.0,False,0.0,0.0
2025-01-06,B10,1.0,46.0,253.0,False,0.0,0.0
2025-01-06,B11,4.0,119.0,1120.0,False,0.0,0.0
2025-01-06,B12,0.0,160.0,1094.0,False,0.0,0.0
2025-01-06,C01,0.0,11.0,47.0,False,0.0,0.0
2025-01-06,C02,6.0,76.0,958.0,False,0.0,0.0
2025-01-06,C03,0.0,18.0,0.0,False,0.0,0.0
2025-01-06,C04,1.0,72.0,0.0,False,0.0,0.0
2025-01-06,C05,3.0,37.0,421.0,False,0.0,0.0
2025-01-06,C06,8.0,36.0,535.0,False,0.0,0.0
2025-01-06,C07,0.0,75.0,0.0,False,0.0,0.0
2025-01-06,C08,1.0,13.0,118.0,False,0.0,0.0
2025-01-07,A01,27.0,929.0,0.0,False,0.0,0.0
2025-01-07,A02,3.0,1665.0,0.0,False,0.0,0.0
2025-01-07,A03,17.0,269.0,0.0,False,0.0,0.0
2025-01-07,A04,3.0,85.0,0.0,False,0.0,0.0
2025-01-07,A05,121.0,1796.0,3577.0,False,0.0,0.0
2025-01-07,A06,206.0,4249.0,0.0,False,0.0,0.0
2025-01-07,A07,7.0,399.0,737.0,False,0.0,0.0
2025-01-07,A08,9.0,160.0,0.0,False,0.0,0.0
2025-01-07,A09,4.0,157.0,712.0,False,0.0,0.0
2025-01-07,A10,31.0,3260.0,0.0,False,0.0,0.0
2025-01-07,B01,2.0,62.0,0.0,False,0.0,0.0
2025-01-07,B02,24.0,169.0,1707.0,False,0.0,0.0
2025-01-07,B03,3.0,87.0,776.0,False,0.0,0.0
2025-01-07,B04,0.0,64.0,835.0,False,0.0,0.0
2025-01-07,B05,1.0,32.0,0.0,False,0.0,0.0
2025-01-07,B06,10.0,198.0,1316.0,False,0.0,0.0
2025-01-07,B07,186.0,978.0,5351.0,False,0.0,0.0
2025-01-07,B08,2.0,404.0,2128.0,False,0.0,0.0
2025-01-07,B09,1.0,125.0,765.0,False,0.0,0.0
2025-01-07,B10,1.0,45.0,253.0,False,0.0,0.0
2025-01-07,B11,6.0,113.0,1120.0,False,0.0,0.0
2025-01-07,B12,8.0,152.0,1094.0,False,0.0,0.0
2025-01-07,C01,0.0,11.0,47.0,False,0.0,0.0
2025-01-07,C02,0.0,76.0,958.0,False,0.0,0.0
2025-01-07,C03,0.0,18.0,0.0,False,0.0,0.0
2025-01-07,C04,3.0,69.0,0.0,False,0.0,0.0
2025-01-07,C05,0.0,37.0,421.0,False,0.0,0.0
2025-01-07,C06,1.0,35.0,535.0,False,0.0,0.0
2025-01-07,C07,0.0,75.0,0.0,False,0.0,0.0
2025-01-07,C08,0.0,13.0,118.0,False,0.0,0.0
2025-01-08,A01,80.0,849.0,0.0,False,0.0,0.0
2025-01-08,A02,9.0,1656.0,0.0,False,0.0,0.0
2025-01-08,A03,6.0,263.0,0.0,False,0.0,0.0
2025-01-08,A04,2.0,83.0,0.0,False,0.0,0.0
2025-01-08,A05,78.0,1718.0,3577.0,False,0.0,0.0
2025-01-08,A06,74.0,4175.0,0.0,False,0.0,0.0
2025-01-08,A07,1.0,398.0,737.0,False,0.0,0.0
2025-01-08,A08,0.0,160.0,0.0,False,0.0,0.0
2025-01-08,A09,2.0,155.0,712.0,False,0.0,0.0
2025-01-08,A10,430.0,2830.0,0.0,False,0.0,0.0
2025-01-08,B01,0.0,62.0,0.0,False,0.0,0.0
2025-01-08,B02,1.0,168.0,1707.0,False,0.0,0.0
2025-01-08,B03,14.0,73.0,776.0,False,0.0,0.0
2025-01-08,B04,7.0,57.0,835.0,False,0.0,0.0
2025-01-08,B05,1.0,31.0,0.0,False,0.0,0.0
2025-01-08,B06,14.0,184.0,1316.0,False,0.0,0.0
2025-01-08,B07,41.0,937.0,5351.0,False,0.0,0.0
2025-01-08,B08,2.0,402.0,2128.0,False,0.0,0.0
2025-01-08,B09,1.0,124.0,765.0,False,0.0,0.0
2025-01-08,B10,5.0,40.0,253.0,False,0.0,0.0
2025-01-08,B11,2.0,111.0,1120.0,False,0.0,0.0
2025-01-08,B12,46.0,106.0,1094.0,False,0.0,0.0
2025-01-08,C01,1.0,10.0,47.0,False,0.0,0.0
2025-01-08,C02,3.0,73.0,958.0,False,0.0,0.0
2025-01-08,C03,1.0,17.0,0.0,False,0.0,0.0
2025-01-08,C04,7.0,62.0,481.0,True,481.0,0.0
2025-01-08,C05,0.0,37.0,421.0,False,0.0,0.0
2025-01-08,C06,4.0,31.0,535.0,False,0.0,0.0
2025-01-08,C07,1.0,74.0,0.0,False,0.0,0.0
2025-01-08,C08,0.0,13.0,118.0,False,0.0,0.0
2025-01-09,A01,71.0,778.0,0.0,False,0.0,0.0
2025-01-09,A02,5.0,1651.0,0.0,False,0.0,0.0
2025-01-09,A03,3.0,260.0,0.0,False,0.0,0.0
2025-01-09,A04,3.0,80.0,0.0,False,0.0,0.0
2025-01-09,A05,47.0,1671.0,3577.0,False,0.0,0.0
2025-01-09,A06,72.0,4103.0,0.0,False,0.0,0.0
2025-01-09,A07,12.0,386.0,737.0,False,0.0,0.0
2025-01-09,A08,18.0,142.0,0.0,False,0.0,0.0
2025-01-09,A09,1.0,154.0,712.0,False,0.0,0.0
2025-01-09,A10,12.0,2818.0,0.0,False,0.0,0.0
2025-01-09,B01,4.0,58.0,0.0,False,0.0,0.0
2025-01-09,B02,0.0,168.0,1707.0,False,0.0,0.0
2025-01-09,B03,2.0,71.0,776.0,False,0.0,0.0
2025-01-09,B04,2.0,55.0,835.0,False,0.0,0.0
2025-01-09,B05,1.0,30.0,0.0,False,0.0,0.0
2025-01-09,B06,6.0,178.0,1316.0,False,0.0,0.0
2025-01-09,B07,41.0,896.0,5351.0,False,0.0,0.0
2025-01-09,B08,106.0,296.0,2128.0,False,0.0,0.0
2025-01-09,B09,5.0,119.0,765.0,False,0.0,0.0
2025-01-09,B10,2.0,38.0,253.0,False,0.0,0.0
2025-01-09,B11,1.0,110.0,1120.0,False,0.0,0.0
2025-01-09,B12,24.0,82.0,1094.0,False,0.0,0.0
2025-01-09,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-09,C02,29.0,44.0,958.0,False,0.0,0.0
2025-01-09,C03,0.0,17.0,0.0,False,0.0,0.0
2025-01-09,C04,3.0,59.0,481.0,False,0.0,0.0
2025-01-09,C05,2.0,35.0,421.0,False,0.0,0.0
2025-01-09,C06,4.0,27.0,535.0,False,0.0,0.0
2025-01-09,C07,5.0,69.0,0.0,False,0.0,0.0
2025-01-09,C08,4.0,9.0,118.0,False,0.0,0.0
2025-01-10,A01,38.0,740.0,0.0,False,0.0,0.0
2025-01-10,A02,27.0,1624.0,0.0,False,0.0,0.0
2025-01-10,A03,7.0,253.0,0.0,False,0.0,0.0
2025-01-10,A04,0.0,80.0,0.0,False,0.0,0.0
2025-01-10,A05,43.0,1628.0,3577.0,False,0.0,0.0
2025-01-10,A06,183.0,3920.0,0.0,False,0.0,0.0
2025-01-10,A07,12.0,374.0,737.0,False,0.0,0.0
2025-01-10,A08,1.0,141.0,0.0,False,0.0,0.0
2025-01-10,A09,5.0,149.0,712.0,False,0.0,0.0
2025-01-10,A10,26.0,2792.0,0.0,False,0.0,0.0
2025-01-10,B01,2.0,56.0,360.0,True,360.0,0.0
2025-01-10,B02,10.0,158.0,1707.0,False,0.0,0.0
2025-01-10,B03,2.0,69.0,776.0,False,0.0,0.0
2025-01-10,B04,6.0,49.0,835.0,False,0.0,0.0
2025-01-10,B05,0.0,30.0,0.0,False,0.0,0.0
2025-01-10,B06,2.0,176.0,1316.0,False,0.0,0.0
2025-01-10,B07,3.0,6244.0,0.0,False,0.0,0.0
2025-01-10,B08,45.0,251.0,2128.0,False,0.0,0.0
2025-01-10,B09,3.0,116.0,765.0,False,0.0,0.0
2025-01-10,B10,0.0,38.0,253.0,False,0.0,0.0
2025-01-10,B11,3.0,107.0,1120.0,False,0.0,0.0
2025-01-10,B12,2.0,80.0,1094.0,False,0.0,0.0
2025-01-10,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-10,C02,4.0,40.0,958.0,False,0.0,0.0
2025-01-10,C03,0.0,17.0,0.0,False,0.0,0.0
2025-01-10,C04,0.0,59.0,481.0,False,0.0,0.0
2025-01-10,C05,1.0,34.0,421.0,False,0.0,0.0
2025-01-10,C06,2.0,25.0,535.0,False,0.0,0.0
2025-01-10,C07,8.0,61.0,662.0,True,662.0,0.0
2025-01-10,C08,0.0,9.0,118.0,False,0.0,0.0
2025-01-11,A01,17.0,723.0,0.0,False,0.0,0.0
2025-01-11,A02,32.0,1592.0,0.0,False,0.0,0.0
2025-01-11,A03,9.0,244.0,0.0,False,0.0,0.0
2025-01-11,A04,1.0,79.0,0.0,False,0.0,0.0
2025-01-11,A05,53.0,1575.0,3577.0,False,0.0,0.0
2025-01-11,A06,91.0,3829.0,0.0,False,0.0,0.0
2025-01-11,A07,4.0,370.0,737.0,False,0.0,0.0
2025-01-11,A08,3.0,138.0,0.0,False,0.0,0.0
2025-01-11,A09,2.0,147.0,712.0,False,0.0,0.0
2025-01-11,A10,113.0,2679.0,0.0,False,0.0,0.0
2025-01-11,B01,4.0,52.0,360.0,False,0.0,0.0
2025-01-11,B02,5.0,153.0,1707.0,False,0.0,0.0
2025-01-11,B03,1.0,68.0,776.0,False,0.0,0.0
2025-01-11,B04,2.0,47.0,835.0,False,0.0,0.0
2025-01-11,B05,3.0,27.0,0.0,False,0.0,0.0
2025-01-11,B06,9.0,167.0,1316.0,False,0.0,0.0
2025-01-11,B07,173.0,6071.0,0.0,False,0.0,0.0
2025-01-11,B08,7.0,244.0,2128.0,False,0.0,0.0
2025-01-11,B09,8.0,108.0,765.0,False,0.0,0.0
2025-01-11,B10,0.0,38.0,253.0,False,0.0,0.0
2025-01-11,B11,56.0,51.0,1120.0,False,0.0,0.0
2025-01-11,B12,12.0,1162.0,0.0,False,0.0,0.0
2025-01-11,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-11,C02,0.0,40.0,958.0,False,0.0,0.0
2025-01-11,C03,1.0,16.0,0.0,False,0.0,0.0
2025-01-11,C04,3.0,56.0,481.0,False,0.0,0.0
2025-01-11,C05,2.0,32.0,421.0,False,0.0,0.0
2025-01-11,C06,1.0,24.0,535.0,False,0.0,0.0
2025-01-11,C07,3.0,58.0,662.0,False,0.0,0.0
2025-01-11,C08,3.0,6.0,118.0,False,0.0,0.0
2025-01-12,A01,13.0,710.0,0.0,False,0.0,0.0
2025-01-12,A02,52.0,1540.0,0.0,False,0.0,0.0
2025-01-12,A03,16.0,228.0,0.0,False,0.0,0.0
2025-01-12,A04,1.0,78.0,0.0,False,0.0,0.0
2025-01-12,A05,4.0,1571.0,3577.0,False,0.0,0.0
2025-01-12,A06,88.0,3741.0,0.0,False,0.0,0.0
2025-01-12,A07,6.0,364.0,737.0,False,0.0,0.0
2025-01-12,A08,5.0,133.0,0.0,False,0.0,0.0
2025-01-12,A09,4.0,143.0,712.0,False,0.0,0.0
2025-01-12,A10,4.0,2675.0,0.0,False,0.0,0.0
2025-01-12,B01,0.0,52.0,360.0,False,0.0,0.0
2025-01-12,B02,4.0,1856.0,0.0,False,0.0,0.0
2025-01-12,B03,3.0,841.0,0.0,False,0.0,0.0
2025-01-12,B04,3.0,44.0,835.0,False,0.0,0.0
2025-01-12,B05,1.0,26.0,0.0,False,0.0,0.0
2025-01-12,B06,11.0,156.0,1316.0,False,0.0,0.0
2025-01-12,B07,9.0,6062.0,0.0,False,0.0,0.0
2025-01-12,B08,3.0,241.0,2128.0,False,0.0,0.0
2025-01-12,B09,0.0,108.0,765.0,False,0.0,0.0
2025-01-12,B10,0.0,38.0,253.0,False,0.0,0.0
2025-01-12,B11,15.0,36.0,1120.0,False,0.0,0.0
2025-01-12,B12,4.0,1158.0,0.0,False,0.0,0.0
2025-01-12,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-12,C02,0.0,40.0,958.0,False,0.0,0.0
2025-01-12,C03,0.0,16.0,0.0,False,0.0,0.0
2025-01-12,C04,1.0,55.0,481.0,False,0.0,0.0
2025-01-12,C05,1.0,31.0,421.0,False,0.0,0.0
2025-01-12,C06,1.0,23.0,535.0,False,0.0,0.0
2025-01-12,C07,0.0,58.0,662.0,False,0.0,0.0
2025-01-12,C08,0.0,6.0,118.0,False,0.0,0.0
2025-01-13,A01,8.0,702.0,0.0,False,0.0,0.0
2025-01-13,A02,28.0,1512.0,0.0,False,0.0,0.0
2025-01-13,A03,6.0,222.0,0.0,False,0.0,0.0
2025-01-13,A04,4.0,74.0,0.0,False,0.0,0.0
2025-01-13,A05,20.0,1551.0,3577.0,False,0.0,0.0
2025-01-13,A06,21.0,3720.0,0.0,False,0.0,0.0
2025-01-13,A07,2.0,362.0,737.0,False,0.0,0.0
2025-01-13,A08,3.0,130.0,0.0,False,0.0,0.0
2025-01-13,A09,8.0,135.0,712.0,False,0.0,0.0
2025-01-13,A10,15.0,2660.0,0.0,False,0.0,0.0
2025-01-13,B01,5.0,47.0,360.0,False,0.0,0.0
2025-01-13,B02,11.0,1845.0,0.0,False,0.0,0.0
2025-01-13,B03,5.0,836.0,0.0,False,0.0,0.0
2025-01-13,B04,2.0,42.0,835.0,False,0.0,0.0
2025-01-13,B05,0.0,26.0,0.0,False,0.0,0.0
2025-01-13,B06,4.0,152.0,1316.0,False,0.0,0.0
2025-01-13,B07,83.0,5979.0,0.0,False,0.0,0.0
2025-01-13,B08,37.0,204.0,2128.0,False,0.0,0.0
2025-01-13,B09,9.0,99.0,765.0,False,0.0,0.0
2025-01-13,B10,3.0,35.0,253.0,False,0.0,0.0
2025-01-13,B11,6.0,30.0,1120.0,False,0.0,0.0
2025-01-13,B12,12.0,1146.0,0.0,False,0.0,0.0
2025-01-13,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-13,C02,8.0,32.0,958.0,False,0.0,0.0
2025-01-13,C03,1.0,15.0,0.0,False,0.0,0.0
2025-01-13,C04,0.0,55.0,481.0,False,0.0,0.0
2025-01-13,C05,0.0,31.0,421.0,False,0.0,0.0
2025-01-13,C06,0.0,23.0,535.0,False,0.0,0.0
2025-01-13,C07,1.0,57.0,662.0,False,0.0,0.0
2025-01-13,C08,0.0,6.0,118.0,False,0.0,0.0
2025-01-14,A01,32.0,670.0,0.0,False,0.0,0.0
2025-01-14,A02,36.0,1476.0,0.0,False,0.0,0.0
2025-01-14,A03,18.0,204.0,0.0,False,0.0,0.0
2025-01-14,A04,0.0,74.0,0.0,False,0.0,0.0
2025-01-14,A05,8.0,1543.0,3577.0,False,0.0,0.0
2025-01-14,A06,183.0,3537.0,0.0,False,0.0,0.0
2025-01-14,A07,19.0,343.0,737.0,False,0.0,0.0
2025-01-14,A08,3.0,127.0,0.0,False,0.0,0.0
2025-01-14,A09,0.0,135.0,712.0,False,0.0,0.0
2025-01-14,A10,93.0,2567.0,8059.0,True,8059.0,0.0
2025-01-14,B01,2.0,45.0,360.0,False,0.0,0.0
2025-01-14,B02,14.0,1831.0,0.0,False,0.0,0.0
2025-01-14,B03,6.0,830.0,0.0,False,0.0,0.0
2025-01-14,B04,7.0,35.0,835.0,False,0.0,0.0
2025-01-14,B05,2.0,24.0,456.0,True,456.0,0.0
2025-01-14,B06,2.0,150.0,1316.0,False,0.0,0.0
2025-01-14,B07,47.0,5932.0,0.0,False,0.0,0.0
2025-01-14,B08,41.0,163.0,2128.0,False,0.0,0.0
2025-01-14,B09,2.0,97.0,765.0,False,0.0,0.0
2025-01-14,B10,4.0,31.0,253.0,False,0.0,0.0
2025-01-14,B11,8.0,22.0,1120.0,False,0.0,0.0
2025-01-14,B12,4.0,1142.0,0.0,False,0.0,0.0
2025-01-14,C01,0.0,10.0,47.0,False,0.0,0.0
2025-01-14,C02,14.0,18.0,958.0,False,0.0,0.0
2025-01-14,C03,0.0,15.0,0.0,False,0.0,0.0
2025-01-14,C04,3.0,52.0,481.0,False,0.0,0.0
2025-01-14,C05,1.0,30.0,421.0,False,0.0,0.0
2025-01-14,C06,3.0,20.0,535.0,False,0.0,0.0
2025-01-14,C07,0.0,57.0,662.0,False,0.0,0.0
2025-01-14,C08,1.0,5.0,118.0,False,0.0,0.0
2025-01-15,A01,34.0,636.0,0.0,False,0.0,0.0
2025-01-15,A02,66.0,1410.0,0.0,False,0.0,0.0
2025-01-15,A03,3.0,201.0,0.0,False,0.0,0.0
2025-01-15,A04,1.0,73.0,0.0,False,0.0,0.0
2025-01-15,A05,101.0,1442.0,3577.0,False,0.0,0.0
2025-01-15,A06,88.0,3449.0,6131.0,True,6131.0,0.0
2025-01-15,A07,4.0,339.0,737.0,False,0.0,0.0
2025-01-15,A08,12.0,115.0,339.0,True,339.0,0.0
