date,item_id,daily_consumption_units,recorded_stock_on_hand_units,stock_on_order_units,order_placed_today,stockout_today_units,expiry_today_units
2025-01-06,C01,0,7.0,68.0,False,0,0
2025-01-06,C02,11,72.2,920.0,False,0,0
2025-01-06,C03,0,17.0,132.0,False,0,0
2025-01-06,C04,0,57.0,568.0,False,0,0
2025-01-06,C05,3,30.0,404.0,False,0,0
2025-01-06,C06,3,38.1,516.0,False,0,0
2025-01-06,C07,3,67.0,0.0,False,0,0
2025-01-06,C08,0,5.0,106.0,False,0,0
2025-01-07,A01,42,1060.0,1671.0,False,0,0
2025-01-07,A02,193,1552.9,4399.0,False,0,0
2025-01-07,A03,5,221.0,1012.0,False,0,0
2025-01-07,A04,2,96.0,549.0,False,0,0
2025-01-07,A05,48,1825.2,6211.0,False,0,0
2025-01-07,A06,14,4088.0,11103.0,False,0,1
2025-01-07,A07,9,336.0,1267.0,False,0,0
2025-01-07,A08,0,189.8,0.0,False,0,0
2025-01-07,A09,6,177.0,909.0,False,0,0
2025-01-07,A10,96,2447.0,12062.0,False,0,1
2025-01-07,B01,0,73.0,428.0,False,0,0
2025-01-07,B02,12,228.0,2133.0,False,0,0
2025-01-07,B03,3,68.0,1007.0,False,0,0
2025-01-07,B04,0,1087.9,0.0,False,0,0
2025-01-07,B05,1,41.3,0.0,False,0,0
2025-01-07,B06,3,159.0,1200.0,False,0,0
2025-01-07,B07,55,802.0,8915.0,False,0,0
2025-01-07,B08,41,429.0,2922.0,False,0,0
2025-01-07,B09,5,101.0,1031.0,False,0,0
2025-01-07,B10,1,53.0,227.0,False,0,0
2025-01-07,B11,1,136.0,1031.0,False,0,0
2025-01-07,B12,1,223.4,1802.0,False,0,0
2025-01-07,C01,1,6.0,68.0,False,0,0
2025-01-07,C02,11,69.7,920.0,False,0,0
2025-01-07,C03,0,17.0,132.0,False,0,0
2025-01-07,C04,0,49.5,568.0,False,0,0
2025-01-07,C05,4,29.7,404.0,False,0,0
2025-01-07,C06,0,37.0,516.0,False,0,0
2025-01-07,C07,6,61.0,0.0,False,0,0
2025-01-07,C08,0,5.0,106.0,False,0,0
2025-01-08,A01,5,1055.0,1671.0,False,0,0
2025-01-08,A02,179,1519.0,4399.0,False,0,0
2025-01-08,A03,3,198.1,1012.0,False,0,0
2025-01-08,A04,2,94.0,549.0,False,0,0
2025-01-08,A05,71,1552.0,6211.0,False,0,0
2025-01-08,A06,63,4024.0,11103.0,False,0,1
2025-01-08,A07,2,334.0,1267.0,False,0,0
2025-01-08,A08,5,166.0,0.0,False,0,0
2025-01-08,A09,0,177.0,909.0,False,0,0
2025-01-08,A10,18,2429.0,12062.0,False,0,0
2025-01-08,B01,0,73.0,428.0,False,0,0
2025-01-08,B02,9,219.0,2133.0,False,0,0
2025-01-08,B03,2,66.0,1007.0,False,0,0
2025-01-08,B04,3,1029.0,0.0,False,0,0
2025-01-08,B05,1,37.0,0.0,False,0,0
2025-01-08,B06,1,158.0,1200.0,False,0,0
2025-01-08,B07,20,777.6,8915.0,False,0,0
2025-01-08,B08,35,394.0,2922.0,False,0,0
2025-01-08,B09,0,101.0,1031.0,False,0,0
2025-01-08,B10,1,52.0,227.0,False,0,0
2025-01-08,B11,0,136.0,1031.0,False,0,0
2025-01-08,B12,9,160.7,1802.0,False,0,0
2025-01-08,C01,0,6.0,68.0,False,0,0
2025-01-08,C02,1,68.0,920.0,False,0,0
2025-01-08,C03,0,17.0,132.0,False,0,0
2025-01-08,C04,1,56.0,568.0,False,0,0
2025-01-08,C05,0,29.5,404.0,False,0,0
2025-01-08,C06,1,36.0,516.0,False,0,0
2025-01-08,C07,5,56.0,0.0,False,0,0
2025-01-08,C08,0,5.0,106.0,False,0,0
2025-01-09,A01,51,1004.0,1671.0,False,0,0
2025-01-09,A02,1,1518.0,4399.0,False,0,0
2025-01-09,A03,4,214.0,1012.0,False,0,0
2025-01-09,A04,2,92.0,549.0,False,0,0
2025-01-09,A05,42,1649.0,6211.0,False,0,0
2025-01-09,A06,261,3762.0,11103.0,False,0,1
2025-01-09,A07,9,325.0,1267.0,False,0,0
2025-01-09,A08,1,165.0,0.0,False,0,0
2025-01-09,A09,10,167.0,909.0,False,0,0
2025-01-09,A10,40,2389.0,12062.0,False,0,0
2025-01-09,B01,12,61.0,428.0,False,0,0
2025-01-09,B02,18,201.0,2133.0,False,0,0
2025-01-09,B03,25,41.0,1007.0,False,0,0
2025-01-09,B04,2,1027.0,0.0,False,0,0
2025-01-09,B05,5,32.0,0.0,False,0,0
2025-01-09,B06,16,142.0,1200.0,False,0,0
2025-01-09,B07,31,751.0,8915.0,False,0,0
2025-01-09,B08,60,334.0,2922.0,False,0,0
2025-01-09,B09,36,65.0,1031.0,False,0,0
2025-01-09,B10,1,51.0,227.0,False,0,0
2025-01-09,B11,22,114.0,1031.0,False,0,0
2025-01-09,B12,51,137.0,1802.0,False,0,0
2025-01-09,C01,0,6.0,68.0,False,0,0
2025-01-09,C02,1,67.0,920.0,False,0,0
2025-01-09,C03,0,17.0,132.0,False,0,0
2025-01-09,C04,3,53.0,568.0,False,0,0
2025-01-09,C05,0,26.0,404.0,False,0,0
2025-01-09,C06,1,35.0,516.0,False,0,0
2025-01-09,C07,1,55.0,0.0,False,0,0
2025-01-09,C08,0,5.0,106.0,False,0,0
2025-01-10,A01,30,974.0,1671.0,False,0,0
2025-01-10,A02,1,1517.0,4399.0,False,0,0
2025-01-10,A03,6,208.0,1012.0,False,0,0
2025-01-10,A04,2,90.0,549.0,False,0,0
2025-01-10,A05,36,1613.0,6211.0,False,0,0
2025-01-10,A06,67,3618.6,11103.0,False,0,1
2025-01-10,A07,15,310.0,1267.0,False,0,0
2025-01-10,A08,8,157.0,0.0,False,0,0
2025-01-10,A09,3,164.0,909.0,False,0,0
2025-01-10,A10,420,1969.0,12062.0,False,0,0
2025-01-10,B01,3,58.0,428.0,False,0,0
2025-01-10,B02,7,194.0,2133.0,False,0,0
2025-01-10,B03,2,1046.0,0.0,False,0,0
2025-01-10,B04,0,889.9,0.0,False,0,0
2025-01-10,B05,3,29.0,0.0,False,0,0
2025-01-10,B06,1,141.0,1200.0,False,0,0
2025-01-10,B07,83,668.0,8915.0,False,0,0
2025-01-10,B08,2,332.0,2922.0,False,0,0
2025-01-10,B09,10,55.0,1031.0,False,0,0
2025-01-10,B10,0,51.0,227.0,False,0,0
2025-01-10,B11,23,91.0,1031.0,False,0,0
2025-01-10,B12,15,122.0,1802.0,False,0,0
2025-01-10,C01,0,6.0,68.0,False,0,0
2025-01-10,C02,3,64.0,920.0,False,0,0
2025-01-10,C03,0,17.0,132.0,False,0,0
2025-01-10,C04,8,45.0,568.0,False,0,0
2025-01-10,C05,0,26.0,404.0,False,0,0
2025-01-10,C06,1,34.0,516.0,False,0,0
2025-01-10,C07,1,54.0,640.0,True,0,0
2025-01-10,C08,0,4.7,106.0,False,0,0
2025-01-11,A01,2,1005.4,1671.0,False,0,0
2025-01-11,A02,16,1501.0,4399.0,False,0,0
2025-01-11,A03,4,204.0,1012.0,False,0,0
2025-01-11,A04,0,90.0,549.0,False,0,0
2025-01-11,A05,48,1565.0,6211.0,False,0,0
2025-01-11,A06,508,3185.0,11103.0,False,0,1
2025-01-11,A07,0,310.0,1267.0,False,0,0
2025-01-11,A08,8,149.0,0.0,False,0,0
2025-01-11,A09,30,134.0,909.0,False,0,0
2025-01-11,A10,247,1722.0,12062.0,False,0,0
2025-01-11,B01,0,58.0,428.0,False,0,0
2025-01-11,B02,0,194.0,2133.0,False,0,0
2025-01-11,B03,0,1046.0,0.0,False,0,0
2025-01-11,B04,1,1026.0,0.0,False,0,0
2025-01-11,B05,1,28.0,0.0,False,0,0
2025-01-11,B06,1,140.0,1200.0,False,0,0
2025-01-11,B07,284,384.0,8915.0,False,0,0
2025-01-11,B08,4,328.0,2922.0,False,0,0
2025-01-11,B09,0,51.4,1031.0,False,0,0
2025-01-11,B10,0,51.0,227.0,False,0,0
2025-01-11,B11,0,91.0,1031.0,False,0,0
2025-01-11,B12,54,68.0,1802.0,False,0,0
2025-01-11,C01,2,4.0,68.0,False,0,0
2025-01-11,C02,0,64.0,920.0,False,0,0
2025-01-11,C03,1,16.0,132.0,False,0,0
2025-01-11,C04,3,41.3,568.0,False,0,0
2025-01-11,C05,0,26.0,404.0,False,0,0
2025-01-11,C06,0,34.0,516.0,False,0,0
2025-01-11,C07,1,53.0,640.0,False,0,0
2025-01-11,C08,0,5.0,106.0,False,0,0
2025-01-12,A01,5,967.0,1671.0,False,0,0
2025-01-12,A02,40,1461.0,4399.0,False,0,0
2025-01-12,A03,6,198.0,1012.0,False,0,0
2025-01-12,A04,0,90.0,549.0,False,0,0
2025-01-12,A05,5,1761.1,6211.0,False,0,0
2025-01-12,A06,342,2842.0,11103.0,False,0,1
2025-01-12,A07,0,310.0,1267.0,False,0,0
2025-01-12,A08,1,148.0,0.0,False,0,0
2025-01-12,A09,3,131.0,909.0,False,0,0
2025-01-12,A10,1,1721.0,12062.0,False,0,0
2025-01-12,B01,0,58.0,428.0,False,0,0
2025-01-12,B02,6,188.0,2133.0,False,0,0
2025-01-12,B03,2,1044.0,0.0,False,0,0
2025-01-12,B04,7,1019.0,0.0,False,0,0
2025-01-12,B05,0,28.0,0.0,False,0,0
2025-01-12,B06,1,155.2,1200.0,False,0,0
2025-01-12,B07,72,312.0,8915.0,False,0,0
2025-01-12,B08,14,314.0,2922.0,False,0,0
2025-01-12,B09,1,54.0,1031.0,False,0,0
2025-01-12,B10,0,51.0,227.0,False,0,0
2025-01-12,B11,0,91.0,1031.0,False,0,0
2025-01-12,B12,0,63.2,1802.0,False,0,0
2025-01-12,C01,0,4.0,68.0,False,0,0
2025-01-12,C02,0,64.0,920.0,False,0,0
2025-01-12,C03,0,16.0,132.0,False,0,0
2025-01-12,C04,0,42.0,568.0,False,0,0
2025-01-12,C05,0,26.0,404.0,False,0,0
2025-01-12,C06,0,37.6,516.0,False,0,0
2025-01-12,C07,0,53.0,640.0,False,0,0
2025-01-12,C08,1,4.0,106.0,False,0,0
2025-01-13,A01,2,965.0,1671.0,False,0,0
2025-01-13,A02,28,1433.0,4399.0,False,0,0
2025-01-13,A03,1,197.0,1012.0,False,0,0
2025-01-13,A04,2,88.0,549.0,False,0,0
2025-01-13,A05,0,7769.0,0.0,False,0,2
2025-01-13,A06,0,2841.0,11103.0,False,0,1
2025-01-13,A07,14,296.0,1267.0,False,0,0
2025-01-13,A08,5,143.0,0.0,False,0,0
2025-01-13,A09,18,104.1,909.0,False,0,0
2025-01-13,A10,10,1711.0,12062.0,False,0,0
2025-01-13,B01,0,58.0,428.0,False,0,0
2025-01-13,B02,23,165.0,2133.0,False,0,0
2025-01-13,B03,24,1020.0,0.0,False,0,0
2025-01-13,B04,0,1019.0,0.0,False,0,0
2025-01-13,B05,0,28.0,0.0,False,0,0
2025-01-13,B06,12,127.0,1200.0,False,0,0
2025-01-13,B07,39,273.0,8915.0,False,0,0
2025-01-13,B08,35,279.0,2922.0,False,0,0
2025-01-13,B09,9,45.0,1031.0,False,0,0
2025-01-13,B10,0,51.0,227.0,False,0,0
2025-01-13,B11,1,90.0,1031.0,False,0,0
2025-01-13,B12,26,42.0,1802.0,False,0,0
2025-01-13,C01,1,3.0,68.0,False,0,0
2025-01-13,C02,5,59.0,920.0,False,0,0
2025-01-13,C03,0,14.7,132.0,False,0,0
2025-01-13,C04,3,39.0,568.0,False,0,0
2025-01-13,C05,1,25.0,404.0,False,0,0
2025-01-13,C06,4,30.0,516.0,False,0,0
2025-01-13,C07,1,52.0,640.0,False,0,0
2025-01-13,C08,0,4.0,106.0,False,0,0
2025-01-14,A01,31,934.0,1671.0,False,0,0
2025-01-14,A02,16,1417.0,4399.0,False,0,0
2025-01-14,A03,0,197.0,1012.0,False,0,0
2025-01-14,A04,2,86.0,549.0,False,0,0
2025-01-14,A05,2,7765.0,0.0,False,0,2
2025-01-14,A06,219,2621.0,11103.0,False,0,1
2025-01-14,A07,39,257.0,1267.0,False,0,0
2025-01-14,A08,0,143.0,0.0,False,0,0
2025-01-14,A09,3,110.0,909.0,False,0,0
2025-01-14,A10,348,1363.0,12062.0,False,0,0
2025-01-14,B01,1,50.9,428.0,False,0,0
2025-01-14,B02,17,148.0,2133.0,False,0,0
2025-01-14,B03,1,1019.0,0.0,False,0,0
2025-01-14,B04,10,1009.0,0.0,False,0,0
2025-01-14,B05,0,28.0,0.0,False,0,0
2025-01-14,B06,20,107.0,1200.0,False,0,0
2025-01-14,B07,140,133.0,8915.0,False,0,0
2025-01-14,B08,11,268.0,2922.0,False,0,0
2025-01-14,B09,3,42.0,1031.0,False,0,0
2025-01-14,B10,1,50.0,227.0,False,0,0
2025-01-14,B11,10,80.0,1031.0,False,0,0
2025-01-14,B12,75,0.0,1802.0,False,33,0
2025-01-14,C01,0,3.0,68.0,False,0,0
2025-01-14,C02,5,54.0,920.0,False,0,0
2025-01-14,C03,0,16.0,132.0,False,0,0
2025-01-14,C04,3,36.0,568.0,False,0,0
2025-01-14,C05,0,25.0,404.0,False,0,0
2025-01-14,C06,0,30.0,516.0,False,0,0
2025-01-14,C07,1,51.0,640.0,False,0,0
2025-01-14,C08,0,4.4,106.0,False,0,0
2025-01-15,A01,3,931.0,1671.0,False,0,0
2025-01-15,A02,2,1415.0,4399.0,False,0,0
2025-01-15,A03,17,180.0,1012.0,False,0,0
2025-01-15,A04,0,86.0,549.0,False,0,0
2025-01-15,A05,4,7759.0,0.0,False,0,2
2025-01-15,A06,409,2212.0,11103.0,False,0,0
2025-01-15,A07,4,253.0,1267.0,False,0,0
2025-01-15,A08,8,135.0,0.0,False,0,0
2025-01-15,A09,3,107.0,909.0,False,0,0
2025-01-15,A10,4,1359.0,12062.0,False,0,0
2025-01-15,B01,0,57.0,428.0,False,0,0
2025-01-15,B02,4,144.0,2133.0,False,0,0
2025-01-15,B03,3,1016.0,0.0,False,0,0
2025-01-15,B04,7,1002.0,0.0,False,0,0
2025-01-15,B05,1,27.0,0.0,False,0,0
2025-01-15,B06,5,102.0,1200.0,False,0,0
2025-01-15,B07,19,114.0,8915.0,False,0,0
2025-01-15,B08,13,255.0,2922.0,False,0,0
2025-01-15,B09,0,42.0,1031.0,False,0,0
2025-01-15,B10,0,50.0,227.0,False,0,0
2025-01-15,B11,3,77.0,1031.0,False,0,0
2025-01-15,B12,10,0.0,1802.0,False,10,0
2025-01-15,C01,0,3.0,68.0,False,0,0
2025-01-15,C02,1,53.0,920.0,False,0,0
2025-01-15,C03,0,16.0,132.0,False,0,0
2025-01-15,C04,1,35.0,568.0,False,0,0
2025-01-15,C05,1,24.0,404.0,False,0,0
2025-01-15,C06,3,27.0,516.0,False,0,0
2025-01-15,C07,2,45.2,640.0,False,0,0
2025-01-15,C08,0,4.0,106.0,False,0,0
2025-01-16,A01,5,926.0,1671.0,False,0,0
2025-01-16,A02,3,1412.0,4399.0,False,0,0
2025-01-16,A03,50,130.0,1012.0,False,0,0
2025-01-16,A04,0,86.0,549.0,False,0,0
2025-01-16,A05,61,7696.0,0.0,False,0,2
2025-01-16,A06,688,1524.0,11103.0,False,0,0
2025-01-16,A07,22,238.4,1267.0,False,0,0
2025-01-16,A08,0,135.0,0.0,False,0,0
2025-01-16,A09,2,105.0,909.0,False,0,0
2025-01-16,A10,109,1250.0,12062.0,False,0,0
2025-01-16,B01,0,57.0,428.0,False,0,0
2025-01-16,B02,24,104.9,2133.0,False,0,0
2025-01-16,B03,11,1005.0,0.0,False,0,0
2025-01-16,B04,0,1002.0,0.0,False,0,0
2025-01-16,B05,1,26.0,0.0,False,0,0
2025-01-16,B06,0,102.0,1200.0,False,0,0
2025-01-16,B07,107,7.0,8915.0,False,0,0
2025-01-16,B08,34,221.0,2922.0,False,0,0
2025-01-16,B09,0,42.0,1031.0,False,0,0
2025-01-16,B10,3,47.0,227.0,False,0,0
2025-01-16,B11,8,69.0,1031.0,False,0,0
2025-01-16,B12,34,0.0,1802.0,False,34,0
2025-01-16,C01,0,3.0,68.0,False,0,0
2025-01-16,C02,11,42.0,920.0,False,0,0
2025-01-16,C03,1,15.0,132.0,False,0,0
2025-01-16,C04,5,30.0,568.0,False,0,0
2025-01-16,C05,2,22.0,404.0,False,0,0
2025-01-16,C06,0,27.0,516.0,False,0,0
2025-01-16,C07,0,49.0,640.0,False,0,0
2025-01-16,C08,1,3.0,106.0,False,0,0
2025-01-17,A01,95,900.0,1671.0,False,0,0
2025-01-17,A02,148,1264.0,4399.0,False,0,0
2025-01-17,A03,3,142.9,1012.0,False,0,0
2025-01-17,A04,1,85.0,549.0,False,0,0
2025-01-17,A05,45,7888.0,0.0,False,0,2
2025-01-17,A06,1099,425.0,11103.0,False,0,0
2025-01-17,A07,4,227.0,1267.0,False,0,0
2025-01-17,A08,9,128.0,0.0,False,0,0
2025-01-17,A09,8,97.0,909.0,False,0,0
2025-01-17,A10,2,1248.0,12062.0,False,0,0
2025-01-17,B01,2,55.0,428.0,False,0,0
2025-01-17,B02,6,114.0,2133.0,False,0,0
2025-01-17,B03,2,1003.0,0.0,False,0,0
2025-01-17,B04,0,1002.0,0.0,False,0,0
2025-01-17,B05,0,26.0,0.0,False,0,0
2025-01-17,B06,6,96.0,1200.0,False,0,0
2025-01-17,B07,52,0.0,8915.0,False,45,0
2025-01-17,B08,8,211.5,2922.0,False,0,0
2025-01-17,B09,3,39.0,1031.0,False,0,0
2025-01-17,B10,3,44.0,227.0,False,0,0
2025-01-17,B11,0,69.0,1031.0,False,0,0
2025-01-17,B12,15,0.0,1802.0,False,15,0
2025-01-17,C01,0,3.0,68.0,False,0,0
2025-01-17,C02,3,39.0,920.0,False,0,0
2025-01-17,C03,1,12.2,132.0,False,0,0
2025-01-17,C04,0,30.0,568.0,False,0,0
2025-01-17,C05,4,17.0,404.0,False,0,0
2025-01-17,C06,0,27.0,516.0,False,0,0
2025-01-17,C07,3,46.0,640.0,False,0,0
2025-01-17,C08,0,3.0,106.0,False,0,0
2025-01-18,A01,65,766.0,1671.0,False,0,0
2025-01-18,A02,6,1083.9,4399.0,False,0,0
2025-01-18,A03,2,125.0,1012.0,False,0,0
2025-01-18,A04,1,84.0,549.0,False,0,0
2025-01-18,A05,18,7629.0,0.0,False,0,2
2025-01-18,A06,70,355.0,11103.0,False,0,0
2025-01-18,A07,48,179.0,1267.0,False,0,0
2025-01-18,A08,10,116.0,0.0,False,0,0
2025-01-18,A09,2,95.0,909.0,False,0,0
2025-01-18,A10,8,1240.0,12062.0,False,0,0
